source,go-ipfs,js-ipfs,command,Chunker,CidVer,Inlining,RawLeaves,Trickle
../testdata/prand_64MiB.zst,bafybeicoqcboocvznjcbvecfkr2oajtn4b4mc62msnq6lcrbzma4hh2lza,bafybeigphw2itdp2yjmlzquwgi3bcb5rycdm7tqz6edpqwxw7jy4zhkkla, add --chunker=rabin-128-65535-524288 --trickle=true --raw-leaves=true --cid-version=1 ../testdata/prand_64MiB.zst,"rabin-128-65535-524288","1","0","true","true"
../testdata/prand_64MiB.zst,bafybeick6tt62mdkmmid3otyd5mzvysyiovkdyzpbvrbevsgil6z36igti,bafybeiflsb6t6y4paplsxe2zdtru44hvbqvqwvzkytwzbeqzb2nouamgqi, add --chunker=rabin-262141 --trickle=false --raw-leaves=true --cid-version=1 ../testdata/prand_64MiB.zst,"rabin-262141","1","0","true","false"
../testdata/prand_64MiB.zst,bafybeievpydxa4jcrjculjbfcpyzgkbcj5ohfaxoyteru5ejvzg3cfa5qa,bafybeiexzzelfh7mm47ruvywdsan3kbvntvsg273b32zasjqnuvcbl67km, add --chunker=rabin-262141 --trickle=true --raw-leaves=true --cid-version=1 ../testdata/prand_64MiB.zst,"rabin-262141","1","0","true","true"
../testdata/prand_64MiB.zst,bafybeifodydolhya5ico3fc3edz3kexs35fde3m3abpztw7cx2jeoygdpq,bafybeid7mjasgb7pchkbbeuqkvcgdjtcuwreb5nreexuime7ha53ds23ja, add --chunker=rabin-262144-524288-1048576 --trickle=false --raw-leaves=true --cid-version=1 ../testdata/prand_64MiB.zst,"rabin-262144-524288-1048576","1","0","true","false"
../testdata/prand_64MiB.zst,bafybeifodydolhya5ico3fc3edz3kexs35fde3m3abpztw7cx2jeoygdpq,bafybeid7mjasgb7pchkbbeuqkvcgdjtcuwreb5nreexuime7ha53ds23ja, add --chunker=rabin-262144-524288-1048576 --trickle=true --raw-leaves=true --cid-version=1 ../testdata/prand_64MiB.zst,"rabin-262144-524288-1048576","1","0","true","true"
../testdata/large_repeat_5GiB.zst,bafybeiatsnrc6dvr5j5zsepksc4tjjoxlqpraze53iw6qgevppojgematm,bafybeia56x7nvqtldupkqb5fkvhnck2pxv6x34payvwvqgxa24o4weys4y, add --chunker=rabin --trickle=false --raw-leaves=false --cid-version=1 ../testdata/large_repeat_5GiB.zst,"rabin","1","0","false","false"
../testdata/large_repeat_5GiB.zst,bafybeiaqt3chuhmvkigbycrgg3pheyvdmlpacyovtitrszhkgmi7rycjxu,bafybeibfwc2pmc5yr76r7t6lnfflj6hrrr5xj4kcyc6dfsbhtacatte65e, add --chunker=rabin --trickle=true --raw-leaves=false --cid-version=1 ../testdata/large_repeat_5GiB.zst,"rabin","1","0","false","true"
../testdata/large_repeat_5GiB.zst,bafybeieqdg2syl7n5npdt5uzbmnvgnluqaxhbhfr7rzc5sol2ua7dnseo4,bafybeia56x7nvqtldupkqb5fkvhnck2pxv6x34payvwvqgxa24o4weys4y, add --chunker=rabin-262141 --trickle=false --raw-leaves=false --cid-version=1 ../testdata/large_repeat_5GiB.zst,"rabin-262141","1","0","false","false"
../testdata/large_repeat_5GiB.zst,bafybeietac5fykaw2jlgdj6bwnxxffqorb3efhiopm34rbwi5to5z2e6rq,bafybeibfwc2pmc5yr76r7t6lnfflj6hrrr5xj4kcyc6dfsbhtacatte65e, add --chunker=rabin-262141 --trickle=true --raw-leaves=false --cid-version=1 ../testdata/large_repeat_5GiB.zst,"rabin-262141","1","0","false","true"
../testdata/large_repeat_5GiB.zst,bafybeiagnikcnvlgukhriasy7qujogmv6oesiuu2i5b6lkvvdhgz5jdzcm,bafybeia3kyhmzicrlqrnkwuq2i3rh443d7mxgbxof276taxvbol7ae6zja, add --chunker=rabin --trickle=false --raw-leaves=true --cid-version=1 ../testdata/large_repeat_5GiB.zst,"rabin","1","0","true","false"
../testdata/large_repeat_5GiB.zst,bafybeiaedbchinvw4efr54z4vmyr67sov4uqtf5forfkv5tdtoxhmquvae,bafybeibkk3ztvggbxaev5wcfggiphqaknwj7h656ojmhaxry4oacx6pqfe, add --chunker=rabin --trickle=true --raw-leaves=true --cid-version=1 ../testdata/large_repeat_5GiB.zst,"rabin","1","0","true","true"
../testdata/large_repeat_5GiB.zst,bafybeic5f7kwckxzqdstixeh3p2x42b2q3glllcqpri7fg5mwkhm54s5hq,bafybeia3kyhmzicrlqrnkwuq2i3rh443d7mxgbxof276taxvbol7ae6zja, add --chunker=rabin-262141 --trickle=false --raw-leaves=true --cid-version=1 ../testdata/large_repeat_5GiB.zst,"rabin-262141","1","0","true","false"
../testdata/large_repeat_5GiB.zst,bafybeif4etke225qwxve2iw3mzvwlfgznvw2c2ynunq6qcr2gqjzjlomya,bafybeibkk3ztvggbxaev5wcfggiphqaknwj7h656ojmhaxry4oacx6pqfe, add --chunker=rabin-262141 --trickle=true --raw-leaves=true --cid-version=1 ../testdata/large_repeat_5GiB.zst,"rabin-262141","1","0","true","true"
../testdata/large_repeat_1GiB.zst,bafybeic3x4msvks5d4yazxnhuocozqociqxhds2dg6itsr6kea4ig2p7gq,bafybeiasklpnkiqfk6x5tdsuo7ztrtp67gyccnvziogcv4m6xoyox6zeea, add --chunker=rabin --trickle=false --raw-leaves=false --cid-version=1 ../testdata/large_repeat_1GiB.zst,"rabin","1","0","false","false"
../testdata/large_repeat_1GiB.zst,bafybeia32liijirl6oh7mzgsrjtubhv2zufqa74rby2p2tenvb5udurpte,bafybeib5jk2iayx654pjubrp2vx62wa7orhlhojxyrdddrzy2vpxnrvq4q, add --chunker=rabin --trickle=true --raw-leaves=false --cid-version=1 ../testdata/large_repeat_1GiB.zst,"rabin","1","0","false","true"
../testdata/large_repeat_1GiB.zst,bafybeighetbo2xn5b3p56whf65hkawaw62kjrnnu4cykjfngy6qoy6psie,bafybeiasklpnkiqfk6x5tdsuo7ztrtp67gyccnvziogcv4m6xoyox6zeea, add --chunker=rabin-262141 --trickle=false --raw-leaves=false --cid-version=1 ../testdata/large_repeat_1GiB.zst,"rabin-262141","1","0","false","false"
../testdata/large_repeat_1GiB.zst,bafybeibmporbj47svvz22zclzqeezshfupagxlppcbm4nil2v4nu2x7jey,bafybeib5jk2iayx654pjubrp2vx62wa7orhlhojxyrdddrzy2vpxnrvq4q, add --chunker=rabin-262141 --trickle=true --raw-leaves=false --cid-version=1 ../testdata/large_repeat_1GiB.zst,"rabin-262141","1","0","false","true"
../testdata/large_repeat_1GiB.zst,bafybeifdyy47lpatwhgie4otzn6rhjbjvrxpj3tlbze2j5xlsexpvca32y,bafybeibrrmdfq2kxgfqw5iwqzg34uva6gve24w7wvm4fxnqbqj65ftosse, add --chunker=rabin --trickle=false --raw-leaves=true --cid-version=1 ../testdata/large_repeat_1GiB.zst,"rabin","1","0","true","false"
../testdata/large_repeat_1GiB.zst,bafybeifefihxrr42ovfgxsccqfbqqpbzia7hx4n5ixipwpiojokmmbmuqi,bafybeifze3dxa34rdje6omdl5nk5ldb3pdog2hyzizbpgtps6u3kwk2d2u, add --chunker=rabin --trickle=true --raw-leaves=true --cid-version=1 ../testdata/large_repeat_1GiB.zst,"rabin","1","0","true","true"
../testdata/large_repeat_1GiB.zst,bafybeieyofvtkbznjvgv7taa5ujq3yi3zvmwpq3hh7xekyqashamo7omea,bafybeibrrmdfq2kxgfqw5iwqzg34uva6gve24w7wvm4fxnqbqj65ftosse, add --chunker=rabin-262141 --trickle=false --raw-leaves=true --cid-version=1 ../testdata/large_repeat_1GiB.zst,"rabin-262141","1","0","true","false"
../testdata/large_repeat_1GiB.zst,bafybeieprhywe62lqn6jikmdhtgq3lcd63m7na67wdubdsusuwjahegdwa,bafybeifze3dxa34rdje6omdl5nk5ldb3pdog2hyzizbpgtps6u3kwk2d2u, add --chunker=rabin-262141 --trickle=true --raw-leaves=true --cid-version=1 ../testdata/large_repeat_1GiB.zst,"rabin-262141","1","0","true","true"
