source,go-ipfs,js-ipfs,command,Chunker,CidVer,Inlining,RawLeaves,Trickle
../testdata/repeat_0.04GiB_174.zst,bafybeih4isp33bzkboy7hauxhz6zyaysz6pswrbyiszwlhhaylpqvvcffm,bafybeig6kmsgbeqqiblanpdvppl4xvpkyzr5l6mbyopyiaqzmkhqfnrcne, add --chunker=rabin-262141 --trickle=true --raw-leaves=false --cid-version=1 ../testdata/repeat_0.04GiB_174.zst,"rabin-262141","1","0","false","true"
../testdata/repeat_0.04GiB_174.zst,bafybeid5puqcsobeg226l6dfvcwznyi4tq4ezjmphikdi2pszffw3stuym,bafybeibzhntdcjvtchx5f3o6a2cpghfgsvd7n2nrbb7i6xs6jbytsprysa, add --chunker=rabin --trickle=false --raw-leaves=true --cid-version=1 ../testdata/repeat_0.04GiB_174.zst,"rabin","1","0","true","false"
../testdata/repeat_0.04GiB_174.zst,bafybeid5puqcsobeg226l6dfvcwznyi4tq4ezjmphikdi2pszffw3stuym,bafybeibzhntdcjvtchx5f3o6a2cpghfgsvd7n2nrbb7i6xs6jbytsprysa, add --chunker=rabin --trickle=true --raw-leaves=true --cid-version=1 ../testdata/repeat_0.04GiB_174.zst,"rabin","1","0","true","true"
../testdata/repeat_0.04GiB_174.zst,bafybeihuo5nqxuirumwj4zuel3g3no4ocdfdoz3hwtserkegl5uupuuzbq,bafybeibzhntdcjvtchx5f3o6a2cpghfgsvd7n2nrbb7i6xs6jbytsprysa, add --chunker=rabin-262141 --trickle=false --raw-leaves=true --cid-version=1 ../testdata/repeat_0.04GiB_174.zst,"rabin-262141","1","0","true","false"
../testdata/repeat_0.04GiB_174.zst,bafybeihuo5nqxuirumwj4zuel3g3no4ocdfdoz3hwtserkegl5uupuuzbq,bafybeibzhntdcjvtchx5f3o6a2cpghfgsvd7n2nrbb7i6xs6jbytsprysa, add --chunker=rabin-262141 --trickle=true --raw-leaves=true --cid-version=1 ../testdata/repeat_0.04GiB_174.zst,"rabin-262141","1","0","true","true"
../testdata/rand_5MiB.zst,bafybeicq3dxxs4fc3d5i2px3ppwuqohebakdde6sdpcgejetgajgae6oqm,bafybeieyifrgpjn3yengthr7qaj72ozm2aq3wm53srgeprc43w67qpvfqa, add --chunker=rabin --trickle=false --raw-leaves=false --cid-version=1 ../testdata/rand_5MiB.zst,"rabin","1","0","false","false"
../testdata/rand_5MiB.zst,bafybeigv26htts4xjiyewghuk3fzp2zj3yn5kolyxpqsx4xhoirvbnjhii,bafybeigfcjogo5ydcbpwmygvoo7kobjlt3j3aidtvnceukbockncpalxne, add --chunker=rabin --trickle=true --raw-leaves=false --cid-version=1 ../testdata/rand_5MiB.zst,"rabin","1","0","false","true"
../testdata/rand_5MiB.zst,bafybeih2z3dzm3asiai3asu7aaapevm4tzcjt2z6nov7xui55lnrivy3fm,bafybeidpqw5oqokinz6fy6hls56b4zc5kvqsvzj4eadn5lssmy3zp44jvm, add --chunker=rabin-128-65535-524288 --trickle=false --raw-leaves=false --cid-version=1 ../testdata/rand_5MiB.zst,"rabin-128-65535-524288","1","0","false","false"
../testdata/rand_5MiB.zst,bafybeihqanncbib6px4iam3nsqdbl5hn3lbrw4ufuwqglns5smfoqpffd4,bafybeig3a3bont5we3ga74i75yb4sh3loo3f4jcmde7ikxofa6fwvfznya, add --chunker=rabin-128-65535-524288 --trickle=true --raw-leaves=false --cid-version=1 ../testdata/rand_5MiB.zst,"rabin-128-65535-524288","1","0","false","true"
../testdata/rand_5MiB.zst,bafybeiexunral45tyfwhvsddw7remw3oo3ewxvpqkkdzcej6cpyaeaihie,bafybeieyifrgpjn3yengthr7qaj72ozm2aq3wm53srgeprc43w67qpvfqa, add --chunker=rabin-262141 --trickle=false --raw-leaves=false --cid-version=1 ../testdata/rand_5MiB.zst,"rabin-262141","1","0","false","false"
../testdata/rand_5MiB.zst,bafybeic5ybszl6ntec2pgagwbv5y5z32y246twb655jd572qtjisooffum,bafybeigfcjogo5ydcbpwmygvoo7kobjlt3j3aidtvnceukbockncpalxne, add --chunker=rabin-262141 --trickle=true --raw-leaves=false --cid-version=1 ../testdata/rand_5MiB.zst,"rabin-262141","1","0","false","true"
../testdata/rand_5MiB.zst,bafybeieplhvsyeqjmv47zzadm5l5umsdwlnez27sfvh2mj2k5pg7uuougm,bafybeicd4q4httz6twk4yaude3p7pepr5olnikgyoaab7ucpuj7tmez7qm, add --chunker=rabin-262144-524288-1048576 --trickle=false --raw-leaves=false --cid-version=1 ../testdata/rand_5MiB.zst,"rabin-262144-524288-1048576","1","0","false","false"
../testdata/rand_5MiB.zst,bafybeib65evscoklmw3jvzpjg6l6oqdhzlshcvhoclb3d6zvypbyrcs2rm,bafybeigtzc35orqj2fw3ntndigskb6dvvptle2zvywxxgzkhbincmapy2y, add --chunker=rabin-262144-524288-1048576 --trickle=true --raw-leaves=false --cid-version=1 ../testdata/rand_5MiB.zst,"rabin-262144-524288-1048576","1","0","false","true"
../testdata/rand_5MiB.zst,bafybeicms4x7k62edxnnyysfufsotnivbfjoj6a7aouujcgg4l2kasnsey,bafybeigfnx3tka2rf5ovv2slb7ymrt4zbwa3ryeqibe6fipyt5vgsrli3u, add --chunker=rabin --trickle=false --raw-leaves=true --cid-version=1 ../testdata/rand_5MiB.zst,"rabin","1","0","true","false"
../testdata/rand_5MiB.zst,bafybeicms4x7k62edxnnyysfufsotnivbfjoj6a7aouujcgg4l2kasnsey,bafybeigfnx3tka2rf5ovv2slb7ymrt4zbwa3ryeqibe6fipyt5vgsrli3u, add --chunker=rabin --trickle=true --raw-leaves=true --cid-version=1 ../testdata/rand_5MiB.zst,"rabin","1","0","true","true"
../testdata/rand_5MiB.zst,bafybeiexnsvveo5oe3fxtsrtrcjuodpvxh7rzhe2z3xabt7vdkasszbxhq,bafybeiay2feeepthivt2gclfyqr467ighrr3nl2obh3dcqua3liygivgzq, add --chunker=rabin-128-65535-524288 --trickle=false --raw-leaves=true --cid-version=1 ../testdata/rand_5MiB.zst,"rabin-128-65535-524288","1","0","true","false"
../testdata/rand_5MiB.zst,bafybeiexnsvveo5oe3fxtsrtrcjuodpvxh7rzhe2z3xabt7vdkasszbxhq,bafybeiay2feeepthivt2gclfyqr467ighrr3nl2obh3dcqua3liygivgzq, add --chunker=rabin-128-65535-524288 --trickle=true --raw-leaves=true --cid-version=1 ../testdata/rand_5MiB.zst,"rabin-128-65535-524288","1","0","true","true"
../testdata/rand_5MiB.zst,bafybeicqqoxl7fw63vmqnmfpksechtot5sp3imu6fpmwrjxey7zy7iehcy,bafybeigfnx3tka2rf5ovv2slb7ymrt4zbwa3ryeqibe6fipyt5vgsrli3u, add --chunker=rabin-262141 --trickle=false --raw-leaves=true --cid-version=1 ../testdata/rand_5MiB.zst,"rabin-262141","1","0","true","false"
../testdata/rand_5MiB.zst,bafybeicqqoxl7fw63vmqnmfpksechtot5sp3imu6fpmwrjxey7zy7iehcy,bafybeigfnx3tka2rf5ovv2slb7ymrt4zbwa3ryeqibe6fipyt5vgsrli3u, add --chunker=rabin-262141 --trickle=true --raw-leaves=true --cid-version=1 ../testdata/rand_5MiB.zst,"rabin-262141","1","0","true","true"
../testdata/rand_5MiB.zst,bafybeiam4rsoa4grxm6bmmdmgi2ab6ssbdqdbmbyo36sqns6m4uhxgqzkq,bafybeie4cj56pzirokdukfdz6ehdfmwvnhab6pfa66kppcn6nnohouh7ry, add --chunker=rabin-262144-524288-1048576 --trickle=false --raw-leaves=true --cid-version=1 ../testdata/rand_5MiB.zst,"rabin-262144-524288-1048576","1","0","true","false"
../testdata/rand_5MiB.zst,bafybeiam4rsoa4grxm6bmmdmgi2ab6ssbdqdbmbyo36sqns6m4uhxgqzkq,bafybeie4cj56pzirokdukfdz6ehdfmwvnhab6pfa66kppcn6nnohouh7ry, add --chunker=rabin-262144-524288-1048576 --trickle=true --raw-leaves=true --cid-version=1 ../testdata/rand_5MiB.zst,"rabin-262144-524288-1048576","1","0","true","true"
../testdata/prand_64MiB.zst,bafybeiewb5d6puhwide577xb4zppc5y5ouwyjd7cbcjxalqlt263dsod7y,bafybeifvenswxbpcavprv3yi4q4ej4cxzqggpjyktqvw7tbvk6jrzsncea, add --chunker=rabin --trickle=false --raw-leaves=false --cid-version=1 ../testdata/prand_64MiB.zst,"rabin","1","0","false","false"
../testdata/prand_64MiB.zst,bafybeicpww3gmakbjutx2pyd75yz34au73no27i74y7rvmdhj3kbwsx7my,bafybeibxec6kq5ylf4vfzttndj4qsmewknrstgjbztl2w7twll5hbmb5eu, add --chunker=rabin --trickle=true --raw-leaves=false --cid-version=1 ../testdata/prand_64MiB.zst,"rabin","1","0","false","true"
../testdata/prand_64MiB.zst,bafybeiga4thzghx4bfvoj2wmicr4fop6ecy7ralwywltgrllrmid4ednkq,bafybeifmycz7vfevmvrc6mzf3vw3ckddblwhs6inzwytsr6rlemwor3uhq, add --chunker=rabin-128-65535-524288 --trickle=false --raw-leaves=false --cid-version=1 ../testdata/prand_64MiB.zst,"rabin-128-65535-524288","1","0","false","false"
../testdata/prand_64MiB.zst,bafybeibfimnr2my7wgy52cerryaputsycaqligsuxg7bjns2gkpdy633o4,bafybeiegdy2wml4ytodgg6lbj2yvuwstm253keoa2dmp6ya66mskuf4uky, add --chunker=rabin-128-65535-524288 --trickle=true --raw-leaves=false --cid-version=1 ../testdata/prand_64MiB.zst,"rabin-128-65535-524288","1","0","false","true"
../testdata/prand_64MiB.zst,bafybeig3ljhzlds5iym43ttfijw5grg56q3btlhyijywxtlppjz7b4ozva,bafybeifvenswxbpcavprv3yi4q4ej4cxzqggpjyktqvw7tbvk6jrzsncea, add --chunker=rabin-262141 --trickle=false --raw-leaves=false --cid-version=1 ../testdata/prand_64MiB.zst,"rabin-262141","1","0","false","false"
../testdata/prand_64MiB.zst,bafybeidlg5y6gdf7vo5wohlu4iguvkucfkjdjk2yjd6yk34mkawxf2i7p4,bafybeibxec6kq5ylf4vfzttndj4qsmewknrstgjbztl2w7twll5hbmb5eu, add --chunker=rabin-262141 --trickle=true --raw-leaves=false --cid-version=1 ../testdata/prand_64MiB.zst,"rabin-262141","1","0","false","true"
../testdata/prand_64MiB.zst,bafybeibjnl4brumliwwpvvne6poj54pcnrjh4xyqbi43cqcoqmeqefscoy,bafybeie5lmnelf2mjr7flavmxbdjwr3gdlg3tgwzjpr3p7prgyrrxvlmyy, add --chunker=rabin-262144-524288-1048576 --trickle=false --raw-leaves=false --cid-version=1 ../testdata/prand_64MiB.zst,"rabin-262144-524288-1048576","1","0","false","false"
../testdata/prand_64MiB.zst,bafybeicvi6qriel7escviq4aypbndwx5owybr7xvt4eq4m5sm5kzgy3m4e,bafybeighsspdqbkh6a26cgauvv2ktzpq3tc7n5dcpq4hzxf7vmnvxy527u, add --chunker=rabin-262144-524288-1048576 --trickle=true --raw-leaves=false --cid-version=1 ../testdata/prand_64MiB.zst,"rabin-262144-524288-1048576","1","0","false","true"
../testdata/prand_64MiB.zst,bafybeifsyosyzbksmb7faa5onjlxa5ljuufglibi5fyi46puz25soglaaa,bafybeiflsb6t6y4paplsxe2zdtru44hvbqvqwvzkytwzbeqzb2nouamgqi, add --chunker=rabin --trickle=false --raw-leaves=true --cid-version=1 ../testdata/prand_64MiB.zst,"rabin","1","0","true","false"
../testdata/prand_64MiB.zst,bafybeihabdro225hswl5rjp4nffcv7t6ur5us4vwhi6czu3bwkynwtpvwm,bafybeiexzzelfh7mm47ruvywdsan3kbvntvsg273b32zasjqnuvcbl67km, add --chunker=rabin --trickle=true --raw-leaves=true --cid-version=1 ../testdata/prand_64MiB.zst,"rabin","1","0","true","true"
../testdata/prand_64MiB.zst,bafybeiajzv4rlcp2er7dj65m72vlipukoxuvk7idzes6vldvcf5jwoyiv4,bafybeigmygcb5nfml6eqqn7rzhvqnf3c47f6kmkynt52p2sfivnsrndip4, add --chunker=rabin-128-65535-524288 --trickle=false --raw-leaves=true --cid-version=1 ../testdata/prand_64MiB.zst,"rabin-128-65535-524288","1","0","true","false"
